country_name,country_id,year,v2x_libdem_x,v2x_polyarchy,libdem_0_100,polyarchy_0_100,key,v2x_libdem_y,v2x_libdem_2014,delta_libdem,delta_libdem_0_100,Reading_0_100,Math_0_100,Science_0_100,Enrollment,EParticipation,Media_Access,IT,v_MLI,WVS_Q57__Unnamed: 0,WVS_Q57__Unnamed: 1,WVS_Q57__Most people can be trusted,WVS_Q57__Need to be very careful,WVS_Q57__Don't know,GINI__Country,GINI__Code,GINI__LatestYear,GINI__LatestValue,WVS_Q61__Unnamed: 0,WVS_Q61__Unnamed: 1,WVS_Q61__Some or much trust,WVS_Q61__Little or no trust at all,WVS_Q61__Other missing; Refused,WVS_Q117__Unnamed: 0,WVS_Q117__Unnamed: 1,WVS_Q117__None of them,WVS_Q117__Few of them,WVS_Q117__None_or_few,WVS_Q117__Most of them,WVS_Q117__All of them,WVS_Q117__Most_or_all,WVS_Q117__Don't know,WVS_Q117__No answer,WVS_Q117__Missing; Not available,WVS_Q117__Missing; Not available.1,WVS_Q207__Unnamed: 0,WVS_Q207__Unnamed: 1,WVS_Q207__Daily,Polarization,Polarization_Level
Guatemala,78,2024,0.469,0.597,46.9,59.7,guatemala,0.469,0.413,0.0559999999999999,5.6,29.0,24.0,28.67,27.2948879201171,46.58,,,31.47146637603513,Guatemala,1229.0,18.0,82.0,0.0,Guatemala,GTM,2023.0,45.2,Guatemala,1229.0,18.4,80.0,1.6,Guatemala,1229.0,4.5,37.5,42.0,42.1,13.4,55.5,0.0,2.4,0.0,0.0,Guatemala,1229.0,70.5,60.06,High Polarization
Iran,79,2024,0.092,0.167,9.2,16.7,iran,0.092,0.122,-0.03,-3.0,,,,58.6677703857422,,,,58.6677703857422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,80,2024,0.228,0.351,22.8,35.099999999999994,iraq,0.228,0.256,-0.0279999999999999,-2.8,,,,15.5580997467041,9.59,62.518730000000005,10.0,39.06694261600749,Iraq,1200.0,11.0,86.8,1.9,Iraq,IRQ,2023.0,29.8,Iraq,1200.0,24.0,73.8,2.2,Iraq,1200.0,20.0,35.8,55.8,24.6,13.2,37.8,5.6,0.8,0.0,0.0,Iraq,1200.0,54.4,48.15,Medium Polarization
Ireland,81,2024,0.83,0.895,83.0,89.5,ireland,0.83,0.825,0.005,0.5000000000000004,52.67,,50.5,76.6049499511719,91.78,,44.5,64.6258954412287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,82,2024,0.705,0.803,70.5,80.30000000000001,italy,0.705,0.787,-0.082,-8.200000000000006,46.83,45.17,46.17,75.9496536254883,65.75,82.50587173577226,44.3,66.99129673813215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan,83,2024,0.274,0.273,27.4,27.3,jordan,0.274,0.222,0.052,5.200000000000002,23.67,26.83,29.0,35.9184001120427,61.63999999999999,63.32364822220323,,48.025799228541885,Jordan,1203.0,15.9,83.5,0.6,Jordan,JOR,2010.0,33.7,Jordan,1203.0,29.8,69.9,0.3,Jordan,1203.0,11.0,30.0,41.0,28.2,8.9,37.1,21.9,0.0,0.0,0.1,Jordan,1203.0,53.1,47.96000000000001,Medium Polarization
Latvia,84,2024,0.765,0.838,76.5,83.8,latvia,0.765,0.752,0.013,1.3000000000000012,45.67,,48.83,85.7360610961914,78.08,,51.0,63.74619848077949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,85,2024,0.516,0.658,51.6,65.8,lesotho,0.516,0.482,0.034,3.400000000000003,,,,9.93844298033582,20.55,,6.3,11.93076127728678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,86,2024,0.404,0.613,40.400000000000006,61.3,liberia,0.404,0.452,-0.0479999999999999,-4.799999999999999,,,,10.838520055325,16.439999999999998,,,13.079112033195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,87,2024,0.482,0.58,48.2,57.99999999999999,malawi,0.482,0.438,0.0439999999999999,4.399999999999999,,,,2.70813684546823,45.21,51.95471096609499,,39.55246909732036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maldives,88,2024,0.423,0.564,42.3,56.39999999999999,maldives,0.423,0.208,0.215,21.5,,,,48.4968654322788,47.95,,,48.27811925936728,Maldives,1039.0,21.1,77.8,0.2,Maldives,MDV,2019.0,29.3,Maldives,1039.0,15.0,84.2,0.8,Maldives,1039.0,4.1,44.8,48.9,36.1,13.9,50.0,0.8,0.3,0.1,0.1,Maldives,1039.0,82.3,53.09,High Polarization
Mongolia,89,2024,0.389,0.496,38.9,49.6,mongolia,0.389,0.556,-0.167,-16.700000000000003,29.67,37.33,35.33,69.044059753418,78.08,,,52.4962179260254,Mongolia,1638.0,26.0,73.7,0.3,Mongolia,MNG,2022.0,31.4,Mongolia,1638.0,27.1,72.9,0.0,Mongolia,1638.0,18.1,42.1,60.2,26.7,13.2,39.9,0.0,0.0,0.0,0.0,Mongolia,1638.0,53.4,47.370000000000005,Medium Polarization
Morocco,90,2024,0.247,0.263,24.7,26.3,morocco,0.247,0.231,0.0159999999999999,1.5999999999999988,23.17,27.33,27.5,48.1839617510572,43.84,78.44870141777577,30.8,52.28807482976889,Morocco,1200.0,16.5,83.5,0.0,Morocco,MAR,2013.0,39.5,Morocco,1200.0,28.1,71.9,0.0,Morocco,1200.0,8.8,48.2,57.0,37.1,6.0,43.1,0.0,0.0,0.0,4.9,Morocco,1200.0,69.7,52.4,High Polarization
Netherlands,91,2024,0.761,0.822,76.1,82.19999999999999,netherlands,0.761,0.832,-0.0709999999999999,-7.099999999999995,43.17,,48.0,86.5938262939453,93.15,,78.3,70.92649808016691,Netherlands,4554.0,57.0,37.6,3.4,Netherlands,NLD,2021.0,25.7,Netherlands,4554.0,66.4,26.9,6.7,Netherlands,2145.0,6.4,54.5,60.9,17.2,2.3,19.5,15.5,0.7,3.4,7.3,Netherlands,2145.0,40.0,25.185,Low Polarization
Panama,92,2024,0.584,0.726,58.4,72.6,panama,0.584,0.546,0.0379999999999999,3.799999999999992,31.83,,31.17,53.6949637061742,52.05,,,43.53832123539141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,93,2024,0.384,0.461,38.4,46.1,papua new guinea,0.384,0.34,0.0439999999999999,4.399999999999999,,,,1.94981002807617,19.18,,,8.841886016845702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,94,2024,0.08,0.087,8.0,8.7,qatar,0.08,0.091,-0.0109999999999999,-1.0999999999999996,36.5,35.67,38.67,35.0854901088778,47.95,,32.2,37.44970586055278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,95,2024,0.348,0.44,34.8,44.0,sierra leone,0.348,0.312,0.0359999999999999,3.599999999999998,,,,1.98783004283905,32.879999999999995,,,14.34469802570343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,96,2024,0.745,0.829,74.5,82.89999999999999,spain,0.745,0.776,-0.031,-3.1000000000000028,45.67,45.5,47.33,93.7303466796875,80.82000000000001,,58.0,65.72258666992188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syria,97,2024,0.054,0.145,5.4,14.499999999999998,syria,0.054,0.026,0.028,2.8000000000000003,,,,43.7606582641602,,,,43.7606582641602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,98,2024,0.258,0.434,25.8,43.4,tunisia,0.258,0.637,-0.379,-37.9,,,,38.1219482421875,45.21,75.83239971495578,18.5,56.563002829747255,Tunisia,1208.0,13.8,83.2,0.0,Tunisia,TUN,2021.0,33.7,Tunisia,1208.0,30.6,69.0,0.3,Tunisia,1208.0,5.5,38.5,44.0,32.0,20.0,52.0,2.9,0.2,0.9,0.7,Tunisia,1208.0,49.4,53.74,High Polarization
Türkiye,99,2024,0.117,0.288,11.7,28.8,türkiye,0.117,0.259,-0.142,-14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,100,2024,0.233,0.389,23.3,38.9,ukraine,0.233,0.212,0.021,2.100000000000002,37.83,40.0,41.67,85.2667604023424,100.0,75.09064145446449,23.8,64.96427064213715,Ukraine,2901.0,28.4,68.1,3.2,Ukraine,UKR,2020.0,25.6,Ukraine,2901.0,23.0,71.3,5.7,Ukraine,1289.0,4.3,31.6,35.9,30.1,10.4,40.5,22.5,1.2,0.0,0.0,Ukraine,1289.0,39.4,44.78999999999999,Low Polarization
United Kingdom,101,2024,0.752,0.833,75.2,83.3,united kingdom,0.752,0.8,-0.048,-4.800000000000004,49.0,,49.83,80.4987716674805,,92.7097475154662,62.0,76.70613500742185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,102,2024,0.769,0.848,76.9,84.8,uruguay,0.769,0.845,-0.0759999999999999,-7.599999999999996,38.33,34.67,39.17,79.9536903496537,86.3,,53.0,58.94092258741343,Uruguay,1000.0,14.5,84.9,0.5,Uruguay,URY,2024.0,40.0,Uruguay,1000.0,22.4,75.5,2.1,Uruguay,1000.0,12.4,48.6,61.0,22.1,6.8,28.9,8.3,1.8,0.0,0.0,Uruguay,1000.0,54.9,47.620000000000005,Medium Polarization
Algeria,103,2024,0.116,0.259,11.6,25.9,algeria,0.116,0.164,-0.048,-4.8,,,,54.4283410150344,5.48,,,34.84900460902064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angola,104,2024,0.164,0.34,16.400000000000002,34.0,angola,0.164,0.123,0.041,4.1000000000000005,,,,9.9549065722902,21.92,57.48568984273899,,41.04540295836789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,105,2024,0.414,0.623,41.4,62.3,armenia,0.414,0.204,0.21,21.0,,,,52.7748065090859,84.93,78.29378966949817,,73.42574899101871,Armenia,2723.0,17.5,82.1,0.3,Armenia,ARM,2023.0,27.2,Armenia,2723.0,20.6,79.0,0.4,Armenia,1223.0,7.7,29.9,37.6,28.2,19.9,48.1,13.7,0.5,0.0,0.0,Armenia,1223.0,66.6,51.565000000000005,High Polarization
Azerbaijan,106,2024,0.054,0.175,5.4,17.5,azerbaijan,0.054,0.065,-0.011,-1.1000000000000003,27.5,32.67,30.0,41.3413783372226,49.32,79.0879777909832,17.2,51.74689786697667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,107,2024,0.036,0.161,3.6,16.1,belarus,0.036,0.099,-0.063,-6.3,,,,70.1107509145358,49.32,72.95954445200616,44.0,65.37657389064377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,108,2024,0.14,0.286,14.000000000000002,28.6,cameroon,0.14,0.155,-0.0149999999999999,-1.499999999999999,,,,16.6614294830602,42.47,,,26.98485768983612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,109,2024,0.054,0.204,5.4,20.4,chad,0.054,0.092,-0.038,-3.8,,,,4.39665967267065,31.51,,,15.24199580360239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,110,2024,0.036,0.073,3.6,7.3,china,0.036,0.051,-0.015,-1.5,,,,76.8757843123403,93.15,67.23936378639746,43.0,69.38948421521337,China,3036.0,63.5,35.7,0.0,China,CHN,2022.0,36.0,China,3036.0,13.4,86.2,0.4,China,3036.0,10.6,70.6,81.2,16.1,0.5,16.6,0.7,1.4,0.1,0.0,China,3036.0,54.4,35.725,Low Polarization
Democratic Republic of the Congo,111,2024,0.133,0.327,13.3,32.7,democratic republic of the congo,0.133,0.133,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Republic of the Congo,112,2024,0.117,0.254,11.7,25.4,republic of the congo,0.117,0.106,0.011,1.100000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Djibouti,113,2024,0.121,0.25,12.1,25.0,djibouti,0.121,0.115,0.0059999999999999,0.5999999999999992,,,,5.16012001037598,9.59,,,6.932072006225589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,114,2024,0.45,0.705,45.0,70.5,dominican republic,0.45,0.31,0.14,14.000000000000002,25.17,23.17,26.67,57.6509476207267,65.75,,,42.98028428621801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,115,2024,0.009,0.068,0.8999999999999999,6.800000000000001,eritrea,0.009,0.007,0.0019999999999999,0.1999999999999999,,,,3.20262002944946,1.37,,,2.469572017669676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,116,2024,0.155,0.229,15.5,22.9,gabon,0.155,0.228,-0.073,-7.300000000000001,,,,7.65526008605957,12.33,,,9.525156051635744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Gambia,117,2024,0.507,0.634,50.7,63.4,the gambia,0.507,0.106,0.401,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,118,2024,0.328,0.48,32.800000000000004,48.0,georgia,0.328,0.496,-0.1679999999999999,-16.799999999999997,28.83,31.67,30.67,78.2652247393707,,78.72561571753958,30.0,59.63503333102383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,119,2024,0.149,0.28,14.9,28.000000000000004,guinea-bissau,0.149,0.279,-0.13,-13.000000000000004,,,,2.62031006813049,21.92,,,10.340186040878294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,120,2024,0.684,0.803,68.4,80.30000000000001,jamaica,0.684,0.683,0.001,0.1,34.83,,33.67,26.2334142821948,43.84,,24.0,32.04911298605313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,121,2024,0.134,0.272,13.4,27.200000000000003,kazakhstan,0.134,0.11,0.024,2.400000000000001,31.0,37.5,37.17,53.4564204414133,84.93,77.26421070357966,21.8,57.98064734764386,Kazakhstan,1276.0,22.8,72.6,2.4,Kazakhstan,KAZ,2021.0,29.2,Kazakhstan,1276.0,19.8,78.8,1.4,Kazakhstan,1276.0,18.5,41.4,59.9,14.4,5.6,20.0,15.8,4.4,0.0,0.0,Kazakhstan,1276.0,33.7,39.47,Low Polarization
Kyrgyzstan,122,2024,0.183,0.333,18.3,33.300000000000004,kyrgyzstan,0.183,0.314,-0.131,-13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laos,123,2024,0.102,0.134,10.2,13.4,laos,0.102,0.074,0.0279999999999999,2.8,,,,14.8841695785522,,,,14.8841695785522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,124,2024,0.106,0.196,10.6,19.6,libya,0.106,0.173,-0.0669999999999999,-6.699999999999999,,,,58.543701171875,1.37,65.2958733859513,,53.90293004640272,Libya,1196.0,9.1,89.2,1.1,Libya,LBY,,,Libya,1196.0,24.8,74.4,0.8,Libya,1196.0,5.0,34.9,39.9,36.1,12.5,48.6,10.5,0.8,0.3,0.5,Libya,1196.0,64.5,,
Madagascar,125,2024,0.221,0.417,22.1,41.7,madagascar,0.221,0.223,-0.002,-0.2000000000000001,,,,6.1466638463036,30.14,,,15.74399830778216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,126,2024,0.518,0.632,51.8,63.2,moldova,0.518,0.518,0.0,0.0,35.0,35.67,36.0,74.7109378669046,,,,50.10035170008922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,127,2024,0.515,0.623,51.5,62.3,namibia,0.515,0.544,-0.029,-2.9000000000000026,,,,26.1092654658031,27.4,,,26.625559279481863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palestine/West Bank,128,2024,0.117,0.214,11.7,21.4,palestine/west bank,0.117,0.164,-0.047,-4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,129,2024,0.09,0.202,9.0,20.200000000000003,rwanda,0.09,0.136,-0.046,-4.600000000000001,,,,9.41173924647801,75.33999999999999,57.94976714510452,,49.424104223097714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,130,2024,0.126,0.169,12.6,16.900000000000002,somalia,0.126,0.119,0.007,0.7000000000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,131,2024,0.486,0.664,48.6,66.4,sri lanka,0.486,0.271,0.2149999999999999,21.5,,,,20.7412633848006,41.1,,,28.88475803088036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,132,2024,0.097,0.13,9.7,13.0,eswatini,0.097,0.096,0.001,0.1,,,,6.43545771863543,38.36,,,19.205274631181258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,133,2024,0.05,0.174,5.0,17.4,tajikistan,0.05,0.054,-0.0039999999999999,-0.3999999999999997,,,,35.6398418742497,27.4,,,32.34390512454982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,134,2024,0.173,0.355,17.299999999999997,35.5,togo,0.173,0.258,-0.085,-8.500000000000002,,,,14.9029897765252,45.21,,,27.02579386591512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,135,2024,0.627,0.755,62.7,75.5,trinidad and tobago,0.627,0.63,-0.003,-0.3000000000000002,,,,11.8308000564575,32.879999999999995,,,20.2504800338745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkmenistan,136,2024,0.033,0.149,3.3000000000000003,14.9,turkmenistan,0.033,0.025,0.008,0.8,,,,20.4250351701637,4.109999999999999,,,13.89902110209822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palestine/Gaza,138,2024,0.053,0.095,5.3,9.5,palestine/gaza,0.053,0.069,-0.016,-1.6000000000000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somaliland,139,2024,0.271,0.419,27.1,41.9,somaliland,0.271,0.246,0.025,2.500000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,140,2024,0.078,0.215,7.8,21.5,uzbekistan,0.078,0.038,0.04,4.0,22.5,27.17,25.67,56.517478700865,69.86,64.94859344356954,16.5,49.11005918255756,Uzbekistan,1250.0,33.6,63.2,0.0,Uzbekistan,UZB,2024.0,34.6,Uzbekistan,1250.0,21.1,77.4,1.5,Uzbekistan,1250.0,28.8,39.4,68.2,13.3,4.4,17.7,0.0,11.2,2.9,0.0,Uzbekistan,1250.0,55.1,38.55,Low Polarization
Austria,144,2024,0.762,0.839,76.2,83.89999999999999,austria,0.762,0.808,-0.046,-4.600000000000004,46.67,47.83,48.5,91.6818237304688,78.08,,52.3,64.3454559326172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bahrain,146,2024,0.052,0.124,5.2,12.4,bahrain,0.052,0.044,0.008,0.8,,,,58.3677241853667,90.41,82.98121664269928,48.8,74.49152704651294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbados,147,2024,0.67,0.786,67.0,78.60000000000001,barbados,0.67,0.664,0.006,0.6000000000000005,,,,53.5815662047086,32.879999999999995,,,45.30093972282516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,148,2024,0.805,0.886,80.5,88.6,belgium,0.805,0.843,-0.0379999999999999,-3.799999999999992,46.33,48.17,48.33,82.1475601196289,50.68,,56.7,58.05772336324056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,150,2024,0.342,0.508,34.2,50.8,bosnia and herzegovina,0.342,0.375,-0.0329999999999999,-3.299999999999997,,,,45.5027618408203,54.790000000000006,,36.0,45.441183646065845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,152,2024,0.508,0.646,50.8,64.60000000000001,bulgaria,0.508,0.565,-0.0569999999999999,-5.699999999999994,34.0,36.17,36.67,79.8532333374023,67.12,,38.0,52.05330833435058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comoros,153,2024,0.107,0.282,10.7,28.2,comoros,0.107,0.297,-0.19,-19.0,,,,18.8190281456697,0.0,,,11.29141688740182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,154,2024,0.619,0.723,61.9,72.3,croatia,0.619,0.709,-0.0899999999999999,-8.999999999999996,45.83,43.83,47.0,81.1775207519531,91.78,,50.3,63.00104685465494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,155,2024,0.055,0.178,5.5,17.8,cuba,0.055,0.057,-0.002,-0.2000000000000001,,,,43.1040700506779,5.48,54.30309608438544,20.0,40.97979858847447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,156,2024,0.651,0.774,65.10000000000001,77.4,cyprus,0.651,0.732,-0.0809999999999999,-8.099999999999996,,,,99.0216827392578,69.86,,55.0,78.11214974539621,Cyprus,1000.0,6.6,91.0,0.7,Cyprus,CYP,2023.0,31.8,Cyprus,1000.0,9.3,88.9,1.7,Cyprus,1000.0,4.8,55.3,60.1,23.2,6.1,29.3,9.0,1.6,0.0,0.0,Cyprus,1000.0,47.8,48.245,Medium Polarization
Czechia,157,2024,0.817,0.87,81.69999999999999,87.0,czechia,0.817,0.776,0.0409999999999999,4.0999999999999925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,158,2024,0.883,0.916,88.3,91.6,denmark,0.883,0.896,-0.013,-1.3000000000000012,48.0,,48.83,81.2308197021484,98.63,,67.0,69.79840537331322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,160,2024,0.049,0.178,4.9,17.8,equatorial guinea,0.049,0.053,-0.0039999999999999,-0.3999999999999997,,,,1.84452998638153,23.29,,,10.422717991828918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,161,2024,0.85,0.895,85.0,89.5,estonia,0.85,0.839,0.011,1.100000000000001,51.83,51.5,54.17,67.6179275512695,95.89,93.86635402534982,57.7,76.10623074283036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,162,2024,0.414,0.516,41.4,51.6,fiji,0.414,0.145,0.269,26.9,,,,75.0089752283697,39.73,,,60.89738513702183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,163,2024,0.802,0.847,80.2,84.7,finland,0.802,0.856,-0.0539999999999999,-5.399999999999993,48.33,47.33,51.67,108.130409240723,89.03999999999999,,69.0,73.70510231018075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,164,2024,0.576,0.75,57.6,75.0,greece,0.576,0.8,-0.2240000000000001,-22.40000000000001,39.67,38.33,40.0,165.113418579102,67.12,,55.0,78.07668797810884,Greece,1200.0,8.4,90.6,0.8,Greece,GRC,2023.0,33.4,Greece,1200.0,9.7,89.4,0.9,Greece,1200.0,0.4,17.2,17.6,57.3,21.9,79.2,2.9,0.4,0.0,0.0,Greece,1200.0,36.7,68.7,High Polarization
Guyana,166,2024,0.315,0.491,31.5,49.1,guyana,0.315,0.39,-0.075,-7.500000000000001,,,,26.4315792489043,21.92,,,24.62694754934258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,167,2024,0.133,0.169,13.3,16.900000000000002,hong kong,0.133,0.309,-0.176,-17.599999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,168,2024,0.759,0.844,75.9,84.39999999999999,iceland,0.759,0.778,-0.019,-1.9000000000000017,39.17,43.0,41.0,76.5200729370117,95.89,97.84365546757094,66.0,76.87997312758012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,169,2024,0.617,0.715,61.7,71.5,israel,0.617,0.663,-0.046,-4.600000000000004,45.5,42.83,44.0,55.8351593017578,69.86,,68.0,55.54628982543945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,171,2024,0.266,0.292,26.6,29.2,kuwait,0.266,0.287,-0.0209999999999999,-2.099999999999996,,,,51.8967176944636,30.14,,58.2,47.48145044048441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,173,2024,0.734,0.799,73.4,79.9,lithuania,0.734,0.774,-0.04,-4.000000000000004,45.17,45.83,47.33,77.0064163208008,83.56,,56.3,61.61743741353354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,174,2024,0.783,0.867,78.3,86.7,luxembourg,0.783,0.795,-0.012,-1.200000000000001,,,,21.5371704101562,63.01,,56.3,43.31878731863837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Macedonia,176,2024,0.374,0.563,37.4,56.3,north macedonia,0.374,0.275,0.0989999999999999,9.9,26.33,31.33,29.83,55.0082015991211,57.53,,,42.02346047973633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,177,2024,0.362,0.517,36.2,51.7,malaysia,0.362,0.212,0.15,15.0,31.33,34.67,36.0,38.5013945445142,69.86,81.93268591279914,62.8,60.04728354679679,Malaysia,1313.0,19.6,80.4,0.0,Malaysia,MYS,2021.0,40.7,Malaysia,1313.0,14.9,85.1,0.0,Malaysia,1313.0,9.6,58.9,68.5,26.1,5.4,31.5,0.0,0.0,0.0,0.0,Malaysia,1313.0,70.1,49.635,Medium Polarization
Malta,178,2024,0.637,0.785,63.7,78.5,malta,0.637,0.592,0.045,4.500000000000004,40.83,44.33,44.17,80.5250091552734,73.97,,65.0,60.875418955485024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,180,2024,0.368,0.492,36.8,49.2,mauritius,0.368,0.619,-0.251,-25.1,,,,45.7771156388358,41.1,,30.3,40.01876384521535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,183,2024,0.478,0.615,47.8,61.5,montenegro,0.478,0.372,0.1059999999999999,10.599999999999998,34.17,34.17,33.83,55.1743011474609,50.68,,55.7,45.7327419535319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,185,2024,0.809,0.863,80.9,86.3,new zealand,0.809,0.833,-0.0239999999999999,-2.399999999999991,50.0,,50.67,76.3811416625977,93.15,,,68.45704722086592,New Zealand,1057.0,56.6,38.5,1.6,New Zealand,NZL,,,New Zealand,1057.0,50.0,38.9,11.1,New Zealand,1057.0,5.0,60.4,65.4,15.0,2.5,17.5,15.0,0.0,2.1,0.0,New Zealand,1057.0,39.7,,
Norway,186,2024,0.839,0.884,83.89999999999999,88.4,norway,0.839,0.856,-0.017,-1.7000000000000015,46.0,44.67,46.33,95.0573806762695,86.3,,71.0,69.06434516906738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,187,2024,0.14,0.174,14.000000000000002,17.4,oman,0.14,0.143,-0.0029999999999999,-0.2999999999999975,,,,43.8433613964625,65.75,,50.0,51.86144059848394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,189,2024,0.388,0.579,38.8,57.9,paraguay,0.388,0.411,-0.0229999999999999,-2.2999999999999963,28.83,22.83,28.0,37.6179261040957,60.27,,35.7,36.84281485935726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,190,2024,0.445,0.629,44.5,62.9,romania,0.445,0.567,-0.1219999999999999,-12.199999999999994,38.0,37.83,37.83,55.1682891845703,68.49,,44.0,48.34540562947591,Romania,2873.0,12.1,86.2,1.4,Romania,ROU,2023.0,29.8,Romania,2873.0,11.8,85.1,3.1,Romania,1257.0,7.8,35.8,43.6,23.8,14.7,38.5,16.9,1.0,0.0,0.0,Romania,1257.0,32.7,50.035,Medium Polarization
Sao Tome and Principe,196,2024,0.565,0.673,56.49999999999999,67.30000000000001,sao tome and principe,0.565,0.569,-0.004,-0.4000000000000003,,,,12.8210802078247,16.439999999999998,,,14.26864812469482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
